student_gpa_band,student_gre_band,program_id,admit_result,term
3.0-3.2,,P004488,Reject,Fall 2025
3.5-3.7,310-319,P000645,Reject,Fall 2024
3.7-3.9,310-319,P000226,Admit,Fall 2026
3.5-3.7,,P004466,Admit,Fall 2024
3.4-3.5,,P001291,Admit,Fall 2025
3.9-4.0,,P004008,Admit,Fall 2025
3.5-3.7,320-329,P000511,Admit,Fall 2026
3.7-3.9,320-329,P003742,Admit,Fall 2025
3.5-3.7,,P003165,Admit,Fall 2024
3.5-3.7,,P002981,Reject,Fall 2025
3.2-3.4,,P002714,Admit,Fall 2022
3.5-3.7,330-340,P001083,Reject,Fall 2026
3.7-3.9,,P003965,Admit,Fall 2022
3.7-3.9,300-309,P000647,Admit,Fall 2023
3.4-3.5,310-319,P002577,Admit,Fall 2026
3.5-3.7,310-319,P001164,Admit,Fall 2024
3.5-3.7,310-319,P002247,Admit,Fall 2021
3.9-4.0,300-309,P002096,Waitlist,Fall 2024
3.4-3.5,,P000398,Admit,Fall 2026
3.2-3.4,320-329,P001733,Admit,Fall 2024
3.2-3.4,,P002435,Reject,Fall 2023
3.5-3.7,,P004361,Admit,Fall 2026
3.4-3.5,,P001143,Reject,Fall 2026
3.9-4.0,320-329,P000350,Waitlist,Fall 2026
3.5-3.7,,P004667,Admit,Fall 2022
3.0-3.2,,P002352,Reject,Fall 2024
3.4-3.5,320-329,P001048,Reject,Fall 2025
3.4-3.5,,P002368,Admit,Fall 2026
3.0-3.2,330-340,P002494,Reject,Fall 2022
3.5-3.7,320-329,P003955,Admit,Fall 2025
3.7-3.9,320-329,P004491,Admit,Fall 2024
3.2-3.4,,P000225,Reject,Fall 2022
3.7-3.9,320-329,P001751,Admit,Fall 2026
3.2-3.4,330-340,P004915,Reject,Fall 2021
3.5-3.7,,P001671,Reject,Fall 2024
3.2-3.4,320-329,P004741,Reject,Fall 2026
3.0-3.2,320-329,P004378,Waitlist,Fall 2023
3.9-4.0,,P001348,Admit,Fall 2025
3.9-4.0,320-329,P000909,Admit,Fall 2025
3.4-3.5,300-309,P002348,Reject,Fall 2024
3.4-3.5,,P004895,Reject,Fall 2024
3.7-3.9,,P002608,Reject,Fall 2022
3.5-3.7,310-319,P003802,Admit,Fall 2022
3.7-3.9,310-319,P002774,Reject,Fall 2024
3.7-3.9,,P003025,Admit,Fall 2022
3.2-3.4,320-329,P001289,Admit,Fall 2026
3.9-4.0,,P003034,Admit,Fall 2026
3.4-3.5,,P004031,Admit,Fall 2026
3.7-3.9,310-319,P004422,Reject,Fall 2026
3.7-3.9,,P004442,Admit,Fall 2023
3.2-3.4,330-340,P003728,Admit,Fall 2026
3.5-3.7,320-329,P004581,Admit,Fall 2023
3.2-3.4,300-309,P002570,Reject,Fall 2022
3.2-3.4,,P001521,Reject,Fall 2025
3.7-3.9,330-340,P001871,Admit,Fall 2025
3.9-4.0,310-319,P004550,Admit,Fall 2025
3.4-3.5,,P001655,Admit,Fall 2025
2.8-3.0,300-309,P003472,Reject,Fall 2024
3.4-3.5,,P000075,Reject,Fall 2023
3.7-3.9,310-319,P004478,Reject,Fall 2022
3.4-3.5,,P000044,Admit,Fall 2023
3.5-3.7,330-340,P004652,Admit,Fall 2024
3.5-3.7,290-299,P002809,Admit,Fall 2024
3.5-3.7,300-309,P000955,Reject,Fall 2026
3.4-3.5,320-329,P000662,Admit,Fall 2026
3.9-4.0,,P001898,Admit,Fall 2025
3.7-3.9,320-329,P001461,Waitlist,Fall 2023
3.2-3.4,,P001823,Reject,Fall 2026
3.5-3.7,330-340,P004850,Waitlist,Fall 2025
3.9-4.0,,P003372,Admit,Fall 2026
3.7-3.9,320-329,P000930,Reject,Fall 2023
3.7-3.9,330-340,P003207,Admit,Fall 2025
3.7-3.9,310-319,P002205,Admit,Fall 2023
3.9-4.0,300-309,P004050,Admit,Fall 2023
3.4-3.5,330-340,P000470,Admit,Fall 2025
3.7-3.9,,P000225,Admit,Fall 2022
3.2-3.4,330-340,P001252,Reject,Fall 2026
3.7-3.9,320-329,P001133,Reject,Fall 2025
3.2-3.4,,P001943,Reject,Fall 2022
3.9-4.0,310-319,P004863,Admit,Fall 2025
3.4-3.5,,P001487,Admit,Fall 2026
3.0-3.2,,P004505,Reject,Fall 2026
3.9-4.0,310-319,P002487,Admit,Fall 2024
3.0-3.2,320-329,P002466,Reject,Fall 2025
3.0-3.2,,P000322,Admit,Fall 2024
3.4-3.5,310-319,P003975,Reject,Fall 2025
3.7-3.9,300-309,P000326,Admit,Fall 2025
3.9-4.0,290-299,P001674,Reject,Fall 2025
3.4-3.5,300-309,P002913,Reject,Fall 2026
3.5-3.7,310-319,P001614,Admit,Fall 2021
3.7-3.9,300-309,P002586,Reject,Fall 2024
3.5-3.7,330-340,P004674,Admit,Fall 2024
3.7-3.9,,P001236,Admit,Fall 2025
3.5-3.7,310-319,P001083,Admit,Fall 2026
3.2-3.4,310-319,P001223,Admit,Fall 2025
3.5-3.7,,P000992,Reject,Fall 2026
3.9-4.0,330-340,P003896,Admit,Fall 2023
3.4-3.5,,P003032,Reject,Fall 2022
3.4-3.5,320-329,P002838,Admit,Fall 2023
3.5-3.7,320-329,P003089,Reject,Fall 2026
3.5-3.7,,P000473,Reject,Fall 2024
3.7-3.9,310-319,P003615,Reject,Fall 2023
3.9-4.0,,P004378,Admit,Fall 2025
3.7-3.9,310-319,P001077,Reject,Fall 2025
3.4-3.5,,P003449,Reject,Fall 2024
3.7-3.9,,P002284,Admit,Fall 2025
3.0-3.2,320-329,P002010,Reject,Fall 2024
3.5-3.7,310-319,P002298,Admit,Fall 2024
3.4-3.5,310-319,P002604,Admit,Fall 2026
3.5-3.7,300-309,P003986,Reject,Fall 2023
3.7-3.9,320-329,P002714,Waitlist,Fall 2026
3.4-3.5,,P002009,Reject,Fall 2026
3.5-3.7,290-299,P004685,Reject,Fall 2025
3.7-3.9,,P001250,Admit,Fall 2021
3.7-3.9,300-309,P003026,Reject,Fall 2025
2.8-3.0,,P004537,Reject,Fall 2024
3.0-3.2,310-319,P004082,Admit,Fall 2024
3.4-3.5,,P001817,Reject,Fall 2024
3.2-3.4,330-340,P000513,Admit,Fall 2024
3.0-3.2,,P002707,Admit,Fall 2024
3.7-3.9,310-319,P003697,Admit,Fall 2025
3.7-3.9,320-329,P004811,Admit,Fall 2025
3.2-3.4,,P004635,Reject,Fall 2026
3.7-3.9,,P000248,Admit,Fall 2025
3.0-3.2,320-329,P004855,Admit,Fall 2025
3.9-4.0,320-329,P002414,Admit,Fall 2023
3.2-3.4,320-329,P003489,Admit,Fall 2021
3.7-3.9,320-329,P001534,Admit,Fall 2026
3.4-3.5,,P004868,Waitlist,Fall 2025
3.5-3.7,310-319,P000438,Waitlist,Fall 2026
3.5-3.7,,P001268,Admit,Fall 2026
3.5-3.7,320-329,P004643,Waitlist,Fall 2025
3.7-3.9,310-319,P001632,Waitlist,Fall 2024
3.5-3.7,320-329,P001755,Waitlist,Fall 2023
3.7-3.9,,P001892,Admit,Fall 2025
3.2-3.4,300-309,P000053,Admit,Fall 2021
3.9-4.0,320-329,P004297,Admit,Fall 2024
3.4-3.5,,P003736,Waitlist,Fall 2024
3.5-3.7,290-299,P000675,Admit,Fall 2024
3.7-3.9,300-309,P004983,Reject,Fall 2026
3.4-3.5,330-340,P002665,Reject,Fall 2023
3.0-3.2,,P004188,Reject,Fall 2025
3.5-3.7,310-319,P003036,Admit,Fall 2023
3.5-3.7,,P001969,Reject,Fall 2026
3.4-3.5,,P004269,Admit,Fall 2026
3.7-3.9,,P003570,Admit,Fall 2024
3.5-3.7,,P003086,Reject,Fall 2026
3.4-3.5,320-329,P001161,Admit,Fall 2026
3.9-4.0,,P001869,Waitlist,Fall 2022
3.7-3.9,,P002861,Admit,Fall 2026
3.5-3.7,,P003163,Admit,Fall 2025
3.9-4.0,,P000736,Admit,Fall 2026
3.0-3.2,320-329,P000033,Reject,Fall 2025
3.4-3.5,,P004037,Reject,Fall 2024
3.5-3.7,320-329,P000646,Admit,Fall 2024
3.4-3.5,,P001293,Admit,Fall 2025
2.8-3.0,,P002228,Reject,Fall 2024
3.2-3.4,,P004923,Waitlist,Fall 2025
3.5-3.7,320-329,P003852,Reject,Fall 2021
3.9-4.0,320-329,P000123,Admit,Fall 2026
3.7-3.9,,P003432,Admit,Fall 2024
2.8-3.0,320-329,P004583,Waitlist,Fall 2026
3.2-3.4,290-299,P003412,Reject,Fall 2026
3.9-4.0,300-309,P004305,Admit,Fall 2025
3.5-3.7,310-319,P000996,Admit,Fall 2026
3.2-3.4,300-309,P003222,Admit,Fall 2023
3.5-3.7,,P004162,Admit,Fall 2023
3.7-3.9,290-299,P001668,Admit,Fall 2021
3.5-3.7,,P001267,Reject,Fall 2022
3.2-3.4,,P002063,Reject,Fall 2024
3.7-3.9,,P000170,Admit,Fall 2026
3.2-3.4,300-309,P000245,Admit,Fall 2025
3.7-3.9,320-329,P002017,Admit,Fall 2025
3.7-3.9,,P003663,Reject,Fall 2025
3.0-3.2,,P003353,Admit,Fall 2024
3.4-3.5,,P004269,Admit,Fall 2024
3.5-3.7,300-309,P002186,Reject,Fall 2024
3.4-3.5,,P003212,Reject,Fall 2025
3.9-4.0,320-329,P002187,Reject,Fall 2021
3.2-3.4,,P001388,Reject,Fall 2022
3.4-3.5,310-319,P004608,Reject,Fall 2021
3.2-3.4,290-299,P002495,Admit,Fall 2024
3.2-3.4,310-319,P000282,Waitlist,Fall 2026
3.7-3.9,,P003824,Admit,Fall 2025
3.7-3.9,,P004315,Waitlist,Fall 2022
3.7-3.9,,P000001,Admit,Fall 2024
3.7-3.9,,P003108,Admit,Fall 2026
3.9-4.0,310-319,P001735,Admit,Fall 2025
3.4-3.5,310-319,P001108,Reject,Fall 2025
3.9-4.0,310-319,P004324,Admit,Fall 2025
3.7-3.9,,P000118,Admit,Fall 2025
3.4-3.5,,P004667,Admit,Fall 2024
3.4-3.5,,P002822,Reject,Fall 2022
3.0-3.2,320-329,P003376,Admit,Fall 2025
3.5-3.7,330-340,P001912,Admit,Fall 2025
3.2-3.4,310-319,P000893,Reject,Fall 2022
3.2-3.4,330-340,P000344,Reject,Fall 2025
3.2-3.4,310-319,P003430,Reject,Fall 2022
3.9-4.0,,P003832,Waitlist,Fall 2026
3.7-3.9,,P001970,Waitlist,Fall 2025
3.2-3.4,,P000822,Reject,Fall 2025
2.8-3.0,310-319,P002681,Reject,Fall 2025
3.7-3.9,310-319,P001771,Admit,Fall 2026
3.9-4.0,,P002567,Admit,Fall 2026
3.9-4.0,320-329,P004254,Admit,Fall 2025
3.5-3.7,330-340,P002732,Admit,Fall 2022
3.7-3.9,310-319,P004383,Reject,Fall 2025
3.5-3.7,330-340,P001763,Admit,Fall 2025
3.5-3.7,,P001826,Reject,Fall 2025
3.5-3.7,,P002015,Admit,Fall 2026
3.5-3.7,310-319,P002074,Reject,Fall 2023
3.0-3.2,320-329,P003897,Reject,Fall 2022
3.2-3.4,290-299,P001413,Reject,Fall 2023
3.7-3.9,310-319,P000732,Admit,Fall 2024
3.4-3.5,,P002143,Admit,Fall 2024
3.7-3.9,310-319,P004385,Waitlist,Fall 2024
3.5-3.7,320-329,P003536,Waitlist,Fall 2026
3.9-4.0,310-319,P003841,Admit,Fall 2026
3.7-3.9,,P000624,Admit,Fall 2023
3.2-3.4,320-329,P001251,Admit,Fall 2026
3.5-3.7,290-299,P001756,Admit,Fall 2025
3.5-3.7,330-340,P004894,Reject,Fall 2023
3.2-3.4,320-329,P004609,Admit,Fall 2026
3.2-3.4,320-329,P001374,Admit,Fall 2023
3.7-3.9,,P000445,Admit,Fall 2026
3.5-3.7,,P000907,Reject,Fall 2023
3.2-3.4,,P000447,Reject,Fall 2023
3.5-3.7,310-319,P003572,Admit,Fall 2025
3.7-3.9,,P001093,Admit,Fall 2024
3.7-3.9,,P003266,Reject,Fall 2025
3.7-3.9,320-329,P002154,Admit,Fall 2022
3.7-3.9,,P003838,Reject,Fall 2026
3.5-3.7,300-309,P003702,Admit,Fall 2022
3.5-3.7,,P002436,Waitlist,Fall 2023
3.0-3.2,310-319,P002770,Reject,Fall 2025
3.4-3.5,310-319,P003085,Admit,Fall 2025
3.7-3.9,330-340,P004457,Admit,Fall 2025
3.5-3.7,,P001274,Waitlist,Fall 2026
3.2-3.4,320-329,P004130,Reject,Fall 2024
3.7-3.9,,P003884,Admit,Fall 2026
3.5-3.7,310-319,P004336,Reject,Fall 2024
3.5-3.7,310-319,P001236,Admit,Fall 2025
3.5-3.7,320-329,P000088,Waitlist,Fall 2026
3.9-4.0,,P001843,Admit,Fall 2026
3.2-3.4,320-329,P001284,Admit,Fall 2026
3.2-3.4,,P001926,Reject,Fall 2024
3.7-3.9,,P001603,Admit,Fall 2025
2.8-3.0,320-329,P004851,Waitlist,Fall 2025
3.7-3.9,,P002656,Admit,Fall 2025
3.5-3.7,,P004298,Admit,Fall 2024
3.5-3.7,310-319,P002650,Admit,Fall 2023
3.7-3.9,,P004910,Admit,Fall 2023
2.8-3.0,,P000266,Reject,Fall 2026
3.7-3.9,320-329,P002211,Admit,Fall 2023
3.2-3.4,300-309,P004474,Reject,Fall 2025
3.5-3.7,290-299,P004170,Admit,Fall 2024
3.7-3.9,290-299,P001648,Reject,Fall 2024
3.9-4.0,330-340,P000733,Admit,Fall 2023
3.4-3.5,,P000012,Admit,Fall 2025
3.2-3.4,,P001250,Admit,Fall 2025
3.0-3.2,310-319,P001228,Admit,Fall 2022
3.9-4.0,320-329,P003681,Admit,Fall 2025
3.4-3.5,,P002541,Reject,Fall 2026
3.7-3.9,320-329,P000789,Admit,Fall 2025
3.2-3.4,,P004629,Admit,Fall 2024
3.9-4.0,320-329,P002226,Admit,Fall 2023
3.7-3.9,320-329,P004658,Reject,Fall 2026
3.4-3.5,,P004902,Admit,Fall 2022
3.5-3.7,320-329,P004422,Admit,Fall 2024
3.4-3.5,310-319,P003470,Admit,Fall 2022
3.5-3.7,320-329,P000952,Reject,Fall 2026
3.5-3.7,310-319,P003807,Admit,Fall 2023
3.5-3.7,320-329,P002233,Admit,Fall 2025
3.7-3.9,320-329,P000650,Admit,Fall 2025
3.9-4.0,330-340,P001721,Admit,Fall 2022
3.5-3.7,330-340,P004091,Admit,Fall 2026
3.4-3.5,,P004982,Admit,Fall 2026
3.5-3.7,320-329,P004864,Admit,Fall 2025
3.7-3.9,310-319,P003788,Admit,Fall 2025
3.0-3.2,320-329,P004150,Reject,Fall 2024
3.2-3.4,310-319,P002691,Waitlist,Fall 2025
3.4-3.5,,P001431,Reject,Fall 2025
3.9-4.0,,P002936,Reject,Fall 2026
3.5-3.7,310-319,P001097,Waitlist,Fall 2022
3.2-3.4,330-340,P000985,Reject,Fall 2025
3.5-3.7,,P000418,Admit,Fall 2026
3.2-3.4,320-329,P003036,Reject,Fall 2026
3.5-3.7,320-329,P003036,Admit,Fall 2026
3.7-3.9,310-319,P002213,Admit,Fall 2022
3.5-3.7,,P001958,Admit,Fall 2024
3.5-3.7,310-319,P004190,Admit,Fall 2025
3.7-3.9,330-340,P002657,Admit,Fall 2023
3.5-3.7,310-319,P002364,Reject,Fall 2025
3.7-3.9,,P003505,Admit,Fall 2023
3.4-3.5,,P004023,Reject,Fall 2025
3.5-3.7,,P000505,Reject,Fall 2025
3.7-3.9,,P000142,Admit,Fall 2023
3.4-3.5,,P003752,Admit,Fall 2022
3.9-4.0,310-319,P001303,Admit,Fall 2023
3.2-3.4,320-329,P003524,Admit,Fall 2025
3.2-3.4,320-329,P001722,Reject,Fall 2025
3.5-3.7,,P001887,Waitlist,Fall 2024
3.7-3.9,300-309,P000592,Admit,Fall 2023
3.5-3.7,310-319,P001709,Waitlist,Fall 2023
3.7-3.9,310-319,P004392,Admit,Fall 2026
3.9-4.0,310-319,P003726,Admit,Fall 2026
3.7-3.9,320-329,P000603,Admit,Fall 2026
3.5-3.7,300-309,P001964,Reject,Fall 2024
3.9-4.0,,P000950,Admit,Fall 2025
3.7-3.9,330-340,P002474,Reject,Fall 2025
3.0-3.2,320-329,P002438,Admit,Fall 2021
3.4-3.5,,P000104,Reject,Fall 2026
3.2-3.4,300-309,P000144,Reject,Fall 2024
3.7-3.9,310-319,P000398,Reject,Fall 2023
3.5-3.7,,P000804,Admit,Fall 2022
3.4-3.5,,P003375,Admit,Fall 2022
3.7-3.9,310-319,P002135,Reject,Fall 2025
3.7-3.9,300-309,P003553,Admit,Fall 2026
3.7-3.9,290-299,P004238,Admit,Fall 2023
3.5-3.7,290-299,P004453,Admit,Fall 2022
3.7-3.9,310-319,P001931,Admit,Fall 2024
3.7-3.9,,P002369,Admit,Fall 2025
3.4-3.5,,P001921,Admit,Fall 2025
3.7-3.9,310-319,P003555,Admit,Fall 2022
2.8-3.0,,P004667,Reject,Fall 2025
3.7-3.9,310-319,P004968,Reject,Fall 2021
3.7-3.9,,P004892,Waitlist,Fall 2026
3.4-3.5,320-329,P002530,Admit,Fall 2025
3.7-3.9,330-340,P003661,Admit,Fall 2021
3.9-4.0,300-309,P000801,Reject,Fall 2026
3.4-3.5,320-329,P003245,Admit,Fall 2026
3.2-3.4,310-319,P000195,Admit,Fall 2024
3.7-3.9,330-340,P003937,Admit,Fall 2025
3.5-3.7,290-299,P004315,Waitlist,Fall 2026
3.5-3.7,,P002281,Reject,Fall 2025
3.0-3.2,320-329,P003084,Admit,Fall 2024
3.2-3.4,,P002970,Reject,Fall 2023
3.7-3.9,,P002581,Admit,Fall 2025
3.2-3.4,,P002795,Reject,Fall 2022
3.5-3.7,320-329,P002509,Reject,Fall 2025
3.0-3.2,,P002594,Reject,Fall 2025
3.7-3.9,,P003305,Admit,Fall 2024
3.5-3.7,310-319,P000269,Reject,Fall 2025
3.2-3.4,330-340,P003488,Admit,Fall 2024
3.7-3.9,330-340,P004636,Admit,Fall 2023
3.9-4.0,310-319,P000235,Admit,Fall 2026
3.5-3.7,310-319,P001801,Reject,Fall 2025
3.2-3.4,320-329,P000330,Reject,Fall 2025
3.5-3.7,,P003063,Waitlist,Fall 2023
3.5-3.7,310-319,P000682,Waitlist,Fall 2025
3.7-3.9,330-340,P001292,Admit,Fall 2023
3.0-3.2,,P001842,Reject,Fall 2023
3.5-3.7,,P004483,Reject,Fall 2025
3.7-3.9,320-329,P002126,Admit,Fall 2023
3.5-3.7,,P003604,Admit,Fall 2025
3.0-3.2,310-319,P001215,Admit,Fall 2024
3.5-3.7,320-329,P002222,Reject,Fall 2022
3.4-3.5,,P002904,Waitlist,Fall 2025
3.2-3.4,300-309,P004362,Reject,Fall 2025
3.4-3.5,290-299,P002622,Reject,Fall 2022
3.7-3.9,,P000554,Reject,Fall 2025
3.5-3.7,310-319,P003018,Reject,Fall 2024
3.7-3.9,,P004384,Admit,Fall 2026
3.0-3.2,300-309,P001787,Admit,Fall 2026
3.5-3.7,320-329,P000837,Reject,Fall 2023
3.7-3.9,320-329,P004094,Admit,Fall 2025
3.2-3.4,320-329,P002514,Reject,Fall 2021
3.9-4.0,330-340,P003316,Admit,Fall 2026
3.2-3.4,300-309,P003733,Admit,Fall 2023
3.5-3.7,,P002972,Admit,Fall 2023
2.8-3.0,290-299,P001870,Reject,Fall 2021
2.8-3.0,300-309,P004573,Reject,Fall 2025
3.5-3.7,320-329,P003908,Waitlist,Fall 2025
3.5-3.7,290-299,P004095,Admit,Fall 2025
3.7-3.9,300-309,P003068,Reject,Fall 2022
3.7-3.9,300-309,P003988,Admit,Fall 2026
3.9-4.0,300-309,P004017,Admit,Fall 2025
3.4-3.5,310-319,P003436,Admit,Fall 2023
3.7-3.9,320-329,P001108,Admit,Fall 2021
3.5-3.7,320-329,P000051,Reject,Fall 2024
2.8-3.0,,P004051,Reject,Fall 2024
3.4-3.5,,P002190,Admit,Fall 2024
3.4-3.5,330-340,P002477,Admit,Fall 2023
3.4-3.5,310-319,P004782,Admit,Fall 2026
3.2-3.4,310-319,P004415,Admit,Fall 2021
3.4-3.5,,P004115,Admit,Fall 2021
3.9-4.0,,P000353,Admit,Fall 2024
3.7-3.9,,P001486,Admit,Fall 2021
3.9-4.0,300-309,P004993,Reject,Fall 2025
3.5-3.7,300-309,P004316,Admit,Fall 2026
3.5-3.7,,P001069,Admit,Fall 2025
3.5-3.7,300-309,P001847,Waitlist,Fall 2026
3.0-3.2,320-329,P002256,Reject,Fall 2024
3.7-3.9,,P002776,Reject,Fall 2024
3.5-3.7,310-319,P003190,Reject,Fall 2024
3.0-3.2,320-329,P002395,Reject,Fall 2022
3.9-4.0,300-309,P002704,Admit,Fall 2026
3.7-3.9,300-309,P004932,Reject,Fall 2025
3.2-3.4,,P000918,Reject,Fall 2024
3.4-3.5,310-319,P001303,Admit,Fall 2026
3.9-4.0,310-319,P003712,Admit,Fall 2025
3.7-3.9,,P001970,Waitlist,Fall 2025
3.5-3.7,,P004835,Reject,Fall 2024
3.7-3.9,330-340,P004749,Admit,Fall 2022
2.8-3.0,310-319,P002798,Admit,Fall 2021
3.5-3.7,300-309,P000491,Admit,Fall 2025
3.4-3.5,300-309,P002261,Admit,Fall 2025
3.2-3.4,330-340,P004023,Admit,Fall 2022
3.0-3.2,,P002410,Reject,Fall 2025
3.7-3.9,310-319,P000302,Admit,Fall 2024
3.5-3.7,320-329,P002263,Admit,Fall 2026
3.7-3.9,,P002548,Reject,Fall 2026
3.7-3.9,,P000945,Admit,Fall 2024
3.0-3.2,,P000411,Reject,Fall 2026
3.7-3.9,320-329,P000086,Reject,Fall 2025
3.9-4.0,310-319,P000887,Admit,Fall 2023
3.4-3.5,310-319,P002336,Admit,Fall 2024
3.4-3.5,320-329,P003434,Admit,Fall 2026
2.8-3.0,300-309,P004693,Admit,Fall 2025
3.7-3.9,320-329,P003198,Reject,Fall 2023
3.4-3.5,320-329,P000297,Admit,Fall 2026
2.8-3.0,,P003058,Reject,Fall 2021
3.5-3.7,320-329,P001821,Reject,Fall 2026
3.5-3.7,320-329,P004812,Reject,Fall 2025
3.4-3.5,310-319,P004702,Reject,Fall 2025
3.0-3.2,300-309,P003374,Reject,Fall 2024
3.0-3.2,,P003633,Reject,Fall 2025
3.5-3.7,310-319,P001326,Admit,Fall 2024
3.7-3.9,290-299,P001848,Admit,Fall 2025
3.4-3.5,300-309,P002438,Admit,Fall 2022
3.2-3.4,,P002554,Admit,Fall 2026
3.5-3.7,310-319,P003626,Reject,Fall 2024
3.7-3.9,,P001706,Admit,Fall 2024
3.0-3.2,,P000565,Reject,Fall 2026
3.9-4.0,,P003026,Admit,Fall 2021
3.9-4.0,310-319,P001421,Admit,Fall 2026
3.4-3.5,,P000762,Admit,Fall 2026
3.4-3.5,310-319,P000708,Admit,Fall 2023
3.7-3.9,330-340,P004141,Reject,Fall 2023
3.9-4.0,300-309,P004822,Admit,Fall 2026
3.4-3.5,,P000617,Admit,Fall 2026
3.4-3.5,300-309,P003371,Reject,Fall 2025
3.7-3.9,310-319,P002368,Waitlist,Fall 2026
3.7-3.9,,P001254,Waitlist,Fall 2023
3.7-3.9,330-340,P003569,Admit,Fall 2026
3.5-3.7,300-309,P004571,Waitlist,Fall 2024
3.5-3.7,320-329,P000297,Waitlist,Fall 2024
3.7-3.9,,P000857,Admit,Fall 2023
3.7-3.9,300-309,P002162,Reject,Fall 2025
3.0-3.2,,P003228,Reject,Fall 2026
3.5-3.7,330-340,P002116,Admit,Fall 2023
3.7-3.9,310-319,P002032,Admit,Fall 2024
3.7-3.9,,P003316,Admit,Fall 2025
3.4-3.5,,P002049,Admit,Fall 2021
3.5-3.7,310-319,P000066,Reject,Fall 2023
3.5-3.7,300-309,P002477,Admit,Fall 2025
3.2-3.4,330-340,P003404,Reject,Fall 2024
3.5-3.7,300-309,P003717,Admit,Fall 2026
2.8-3.0,300-309,P001834,Reject,Fall 2026
2.8-3.0,310-319,P003513,Reject,Fall 2026
3.5-3.7,330-340,P004686,Reject,Fall 2025
3.4-3.5,,P001171,Reject,Fall 2025
3.4-3.5,,P001421,Reject,Fall 2025
3.4-3.5,310-319,P001809,Admit,Fall 2021
3.7-3.9,,P001111,Admit,Fall 2022
3.2-3.4,,P001709,Reject,Fall 2026
3.7-3.9,310-319,P004497,Admit,Fall 2026
3.7-3.9,310-319,P003869,Reject,Fall 2026
3.4-3.5,320-329,P003536,Admit,Fall 2026
3.7-3.9,310-319,P002556,Waitlist,Fall 2023
3.7-3.9,310-319,P002291,Reject,Fall 2025
3.4-3.5,,P001637,Reject,Fall 2025
3.7-3.9,,P004705,Reject,Fall 2025
3.9-4.0,310-319,P001343,Admit,Fall 2023
3.4-3.5,,P004518,Waitlist,Fall 2022
3.0-3.2,320-329,P003973,Reject,Fall 2023
3.4-3.5,310-319,P001909,Admit,Fall 2024
3.7-3.9,310-319,P003012,Reject,Fall 2025
3.7-3.9,300-309,P003972,Admit,Fall 2024
2.8-3.0,,P003413,Reject,Fall 2025
3.2-3.4,300-309,P003582,Reject,Fall 2026
3.2-3.4,320-329,P002851,Reject,Fall 2022
3.7-3.9,300-309,P003095,Admit,Fall 2026
3.4-3.5,300-309,P001009,Admit,Fall 2024
3.4-3.5,300-309,P001421,Admit,Fall 2025
3.7-3.9,,P000613,Admit,Fall 2024
3.9-4.0,,P000541,Admit,Fall 2025
3.9-4.0,320-329,P002607,Admit,Fall 2025
3.7-3.9,310-319,P000576,Admit,Fall 2024
3.0-3.2,,P001652,Reject,Fall 2023
3.5-3.7,,P000121,Admit,Fall 2023
3.7-3.9,310-319,P000371,Admit,Fall 2026
3.7-3.9,,P001342,Admit,Fall 2026
3.2-3.4,,P001833,Admit,Fall 2025
3.5-3.7,300-309,P002535,Reject,Fall 2025
3.2-3.4,320-329,P002254,Admit,Fall 2026
3.4-3.5,330-340,P002448,Admit,Fall 2024
3.0-3.2,310-319,P004812,Waitlist,Fall 2024
3.2-3.4,,P002810,Admit,Fall 2024
3.2-3.4,310-319,P001969,Reject,Fall 2024
3.9-4.0,290-299,P000262,Admit,Fall 2021
3.7-3.9,320-329,P003864,Admit,Fall 2025
3.5-3.7,290-299,P000964,Reject,Fall 2026
3.2-3.4,320-329,P004675,Admit,Fall 2025
3.0-3.2,290-299,P000709,Reject,Fall 2024
3.2-3.4,320-329,P000271,Reject,Fall 2025
3.4-3.5,310-319,P002665,Waitlist,Fall 2026
3.0-3.2,,P003889,Reject,Fall 2021
3.9-4.0,310-319,P004486,Admit,Fall 2026
3.5-3.7,320-329,P004441,Admit,Fall 2024
3.9-4.0,310-319,P003111,Admit,Fall 2023
3.5-3.7,330-340,P000823,Admit,Fall 2022
3.7-3.9,310-319,P000041,Reject,Fall 2025
3.7-3.9,320-329,P001112,Admit,Fall 2025
3.7-3.9,320-329,P000707,Admit,Fall 2026
3.5-3.7,330-340,P003532,Admit,Fall 2023
3.4-3.5,330-340,P003921,Admit,Fall 2023
3.7-3.9,320-329,P001630,Admit,Fall 2025
3.2-3.4,310-319,P003731,Waitlist,Fall 2023
3.2-3.4,,P003793,Reject,Fall 2024
3.4-3.5,330-340,P003216,Admit,Fall 2025
3.9-4.0,310-319,P000006,Reject,Fall 2024
3.5-3.7,,P000008,Admit,Fall 2025
3.2-3.4,320-329,P002421,Admit,Fall 2024
3.4-3.5,330-340,P003821,Reject,Fall 2026
3.5-3.7,,P003931,Admit,Fall 2026
3.5-3.7,320-329,P004530,Admit,Fall 2024
3.7-3.9,310-319,P003992,Reject,Fall 2025
3.4-3.5,,P001448,Waitlist,Fall 2025
3.2-3.4,,P000644,Reject,Fall 2025
3.9-4.0,300-309,P000672,Reject,Fall 2026
3.7-3.9,,P003333,Reject,Fall 2021
3.4-3.5,,P001541,Reject,Fall 2023
3.5-3.7,330-340,P000249,Reject,Fall 2024
3.5-3.7,,P001555,Admit,Fall 2026
